,Uniprot_id,Gene,Sequence_length,Mol_weight_Delton,Family_class,KEGG_Pathways,Associated_PDBs
523,Q13153,PAK1,545,60647,PBD,['hsa:5058'],"['1F3M', '1YHV', '1YHW', '1ZSG', '2HY8', '2QME', '3DVP', '3FXZ', '3FY0', '3Q4Z', '3Q52', '3Q53', '4DAW', '4EQC', '4O0R', '4O0T', '4P90', '4ZJI', '4ZJJ', '4ZLO', '4ZY4', '4ZY5', '4ZY6', '5DEW', '5DEY', '5DFP', '5IME', '5KBQ', '5KBR', '6B16']"
524,P00830,ATP2,511,54794,ATP-synt_ab,['sce:YJR121W'],"['2HLD', '2WPD', '2XOK', '3FKS', '3OE7', '3OEE', '3OEH', '3OFN', '3ZIA', '3ZRY', '4B2Q', '6B8H', '6CP3', '6CP6']"
525,Q2HPH0,,67,7728,Topo_C_assoc,[],[]
526,Q9BXC1,GPR174,333,38503,7tm_1,['hsa:84636'],[]
527,Q9P8N8,FKS,1894,217384,FKS1_dom1,[],[]
528,Q924T8,Cysltr1,339,39143,7tm_1,['rno:114099'],[]
529,P07098,LIPF,398,45238,Abhydrolase_1,['hsa:8513'],['1HLG']
530,Q86Y07,VRK2,508,58141,Pkinase,['hsa:7444'],"['2V62', '5UU1', '6NCG']"
531,P35558,PCK1,622,69195,PEPCK_GTP,['hsa:5105'],"['1KHB', '1KHE', '1KHF', '1KHG', '1M51', '1NHX', '2GMV']"
532,O35505,CACNA1C,2169,242638,Ca_chan_IQ,['cpoc:100135490'],[]
533,Q01062,Pde2a,928,104664,GAF,['rno:81743'],[]
534,Q62640,Grid1,1009,112125,ANF_receptor,['rno:79219'],"['6KSP', '6KSS']"
535,P10236,,,,,[],[]
536,Q9Y2D0,CA5B,317,36434,Carb_anhydrase,['hsa:11238'],[]
537,O15218,GPR182,404,45323,7tm_1,['hsa:11318'],[]
538,Q9H422,HIPK3,1215,133743,Pkinase,['hsa:10114'],"['7O7I', '7O7J']"
539,Q9Y263,PLAA,795,87157,PFU,['hsa:9373'],"['2K89', '2K8A', '2K8B', '2K8C', '3EBB']"
540,Q96CA5,BIRC7,298,32798,BIR,['hsa:79444'],"['1OXN', '1OXQ', '1OY7', '1TW6', '2I3H', '2I3I', '3F7G', '3F7H', '3F7I', '3GT9', '3GTA', '3UW5', '4AUQ']"
541,P15559,NQO1,274,30868,Flavodoxin_2,['hsa:1728'],"['1D4A', '1DXO', '1GG5', '1H66', '1H69', '1KBO', '1KBQ', '1QBG', '2F1O', '3JSX', '4CET', '4CF6', '5A4K', '5EA2', '5EAI', '5FUQ', '6FY4', '6LLC']"
542,Q9GZQ6,NPFFR1,430,47819,7tm_1,['hsa:64106'],[]
543,Q9ET22,Dpp7,506,56254,Peptidase_S28,['mmu:83768'],[]
544,P11711,Cyp2a1,492,55995,p450,['rno:24894'],[]
545,Q61263,Soat1,540,63799,MBOAT,['mmu:20652'],[]
546,Q9Y3S1,WNK2,2297,242676,OSR1_C,['hsa:65268'],"['6ELM', '6FBK']"
547,P19621,MME,26,3039,,[],[]
548,P05193,ampC,381,41975,Beta-lactamase,[],['1RGY']
549,P42227,Stat3,770,88054,SH2,['mmu:20848'],"['1BG1', '3CWG', '4E68', '4ZIA']"
550,P32248,CCR7,378,42874,7tm_1,['hsa:1236'],['6QZH']
551,O00255,MEN1,615,68023,Menin,['hsa:4221'],"['3U84', '3U85', '3U86', '3U88', '4GPQ', '4GQ3', '4GQ4', '4GQ6', '4I80', '4OG3', '4OG4', '4OG5', '4OG6', '4OG7', '4OG8', '4X5Y', '4X5Z', '5DB0', '5DB1', '5DB2', '5DB3', '5DD9', '5DDA', '5DDB', '5DDC', '5DDD', '5DDE', '5DDF', '6B41', '6BXH', '6BXY', '6BY8', '6E1A', '6O5I', '6OPJ', '6PKC', '6S2K', '6WNH', '7M4T']"
552,Q15678,PTPN14,1187,135261,FERM_C,['hsa:5784'],"['2BZL', '6IWD', '6JJW']"
553,Q9BTY2,FUCA2,467,54067,Alpha_L_fucos,['hsa:2519'],[]
554,Q9JMD7,Slc5a7,580,63407,SSF,['rno:85426'],[]
555,P00740,F9,461,51778,EGF,['hsa:2158'],"['1CFH', '1CFI', '1EDM', '1IXA', '1MGX', '1NL0', '1RFN', '2WPH', '2WPI', '2WPJ', '2WPK', '2WPL', '2WPM', '3KCG', '3LC3', '3LC5', '4WM0', '4WMA', '4WMB', '4WMI', '4WMK', '4WN2', '4WNH', '4YZU', '4Z0K', '4ZAE', '5EGM', '5F84', '5F85', '5F86', '5JB8', '5JB9', '5JBA', '5JBB', '5JBC', '5TNO', '5TNT', '5VYG', '6MV4', '6RFK', '6X5J', '6X5L', '6X5P', '7AHV']"
556,Q8BVW0,Ganc,898,102008,Gal_mutarotas_2,['mmu:76051'],[]
557,P24592,IGFBP6,240,25322,Thyroglobulin_1,['hsa:3489'],['1RMJ']
558,P21981,Tgm2,686,77061,Transglut_C,['mmu:21817'],[]
559,P07872,Acox1,661,74679,ACOX,['rno:50681'],"['1IS2', '2DDH']"
560,Q5FVF5,Jak1,210,24212,PK_Tyr_Ser-Thr,[],[]
561,P78381,SLC35A2,396,41307,Nuc_sug_transp,['hsa:7355'],[]
562,P08842,STS,583,65492,Sulfatase,['hsa:412'],['1P49']
563,Q9UKG9,CROT,612,70178,Carn_acyltransf,['hsa:54677'],[]
564,Q923I7,Slc5a2,670,73008,SSF,['mmu:246787'],[]
565,Q76SF8,ORF74,342,38669,7tm_1,['vg:4961460'],[]
566,P13056,NR2C1,603,67315,Hormone_recep,['hsa:7181'],[]
567,P37058,HSD17B3,310,34516,adh_short,['hsa:3293'],[]
568,A0A0E7NXW5,birA,323,37087,BPL_LplA_LipB,[],[]
569,Q16543,CDC37,378,44468,CDC37_C,['hsa:11140'],"['1US7', '2K5B', '2N5X', '2NCA', '2W0G', '5FWK', '5FWL', '5FWM', '5FWP', '5HPE']"
570,Q9UPC5,GPR34,381,43860,7tm_1,['hsa:2857'],[]
571,P36400,LMCPB,443,47728,DUF3586,[],['6P4E']
572,P42893,Ece1,762,86126,Peptidase_M13,[],[]
573,Q14994,NR1I3,352,39942,Hormone_recep,['hsa:9970'],"['1XV9', '1XVP']"
574,Q9UMR5,PPT2,302,34225,,['hsa:9374'],['1PJA']
575,O35678,Mgll,303,33388,Hydrolase_4,['mmu:23945'],[]
576,P27958,,3011,327146,Flavi_DEAD,[],"['1A1R', '1A1V', '1CWX', '1HEI', '1JR6', '1N1L', '1ONB', '1R7C', '1R7D', '1R7E', '1R7F', '1R7G', '1RGQ', '2A4R', '2F9V', '2HD0', '2JXF', '2KDR', '2N1P', '2O8M', '2OBO', '2OBQ', '2OC0', '2OC1', '2OC7', '2OC8', '2OIN', '2P59', '2QV1', '2XI2', '2XI3', '2XNI', '3RC4', '3RC5', '4CL1', '4JZN', '4JZO', '4MWF', '4N0Y', '4Q0X', '4XVJ', '4Z0X', '5EOC', '5ERW', '5FGB', '5FGC', '5JZI', '5YXN', '5YXU', '6BQJ', '6BQK', '6BZU', '6BZV', '6BZW', '6BZY', '6UYD', '6WO5', '6WOQ']"
577,Q9KVZ7,,248,27575,XhoI,[],[]
578,C7DTR7,,160,17047,Lactamase_B,[],[]
579,P9WGY9,rpoB,1178,129865,RNA_pol_Rpb2_1,['mtu:Rv0667'],"['4KBJ', '4KBM', '5UH5', '5UH6', '5UH8', '5UH9', '5UHA', '5UHB', '5UHC', '5UHD', '5UHE', '5UHF', '5UHG', '5ZX2', '5ZX3', '6BZO', '6C04', '6C05', '6C06', '6DV9', '6DVB', '6DVC', '6DVD', '6DVE', '6EDT', '6EE8', '6EEC', '6FBV', '6JCX', '6JCY', '6KON', '6KOO', '6KOP', '6KOQ', '6M7J', '6TYE', '6TYF', '6TYG', '6VVX', '6VVY', '6VVZ', '6VW0', '7KIF', '7KIM', '7KIN', '7KUF', '7KUG']"
580,P14604,Echs1,290,31516,ECH_1,['rno:140547'],"['1DUB', '1EY3', '1MJ3', '2DUB']"
581,Q9EXV5,blaUOE-1,291,31144,Beta-lactamase2,['ag:AAL02127'],"['4HBT', '4HBU', '5FA7', '5FAO', '5FAP']"
582,P20961,Serpine1,402,45010,Serpin,['rno:24617'],[]
583,P48039,MTNR1A,350,39375,7tm_1,['hsa:4543'],"['6ME2', '6ME3', '6ME4', '6ME5', '7DB6', '7VGY', '7VGZ']"
584,P00488,F13A1,732,83268,Transglut_C,['hsa:2162'],"['1EVU', '1EX0', '1F13', '1FIE', '1GGT', '1GGU', '1GGY', '1QRK', '4KTY', '5MHL', '5MHM', '5MHN', '5MHO']"
585,Q9HB55,CYP3A43,503,57670,p450,['hsa:64816'],[]
586,Q6ZMT4,KDM7A,941,106557,JHD,['hsa:80853'],"['3KV5', '3KV6', '3KV9', '3KVA', '3KVB', '3U78']"
587,P63279,UBE2I,158,18007,UQ_con,['hsa:7329'],"['1A3S', '1KPS', '1Z5S', '2GRN', '2GRO', '2GRP', '2GRQ', '2GRR', '2O25', '2PE6', '2PX9', '2XWU', '3A4S', '3UIN', '3UIO', '3UIP', '4W5V', '4Y1L', '5D2M', '5F6D', '5F6E', '5F6U', '5F6V', '5F6W', '5F6X', '5F6Y', '5FQ2', '6SYF']"
588,Q9Z0J5,Txnrd2,526,56575,Pyr_redox_2,['rno:50551'],[]
589,P24942,Slc1a3,543,59697,SDF,['rno:29483'],[]
590,P60842,EIF4A1,406,46154,DEAD,['hsa:1973'],"['2G9N', '2ZU6', '3EIQ', '5ZBZ', '5ZC9', '6ZMW', '7PPZ', '7PQ0']"
591,P78368,CSNK1G2,415,47457,CK1gamma_C,['hsa:1455'],['2C47']
592,P23804,Mdm2,489,54558,SWIB,['mmu:17246'],[]
593,P42785,PRCP,496,55800,Peptidase_S28,['hsa:5547'],['3N2Z']
594,P50389,,,,,[],[]
595,Q9Y2T6,GPR55,319,36637,7tm_1,['hsa:9290'],[]
596,Q8I701,,,,,[],[]
597,Q13797,ITGA9,1035,114489,FG-GAP,['hsa:3680'],[]
598,O15146,MUSK,869,97056,Fz,['hsa:4593'],[]
599,A0A0C7ACN7,pqsD,337,36365,ACP_syn_III,[],[]
600,Q9UPY5,SLC7A11,501,55423,AA_permease_2,['hsa:23657'],"['7CCS', '7EPZ', '7P9U', '7P9V']"
601,Q9NPC1,LTB4R2,358,37942,7tm_1,['hsa:56413'],[]
602,P21918,DRD5,477,52951,7tm_1,['hsa:1816'],[]
603,Q99759,MAP3K3,626,70898,PB1,['hsa:4215'],"['2C60', '2JRH', '2O2V', '2PPH', '4Y5O', '4YL6']"
604,Q9NP31,SH2D2A,389,42934,SH2,['hsa:9047'],[]
605,P30281,CCND3,292,32520,Cyclin_C,['hsa:896'],['3G33']
606,O75832,PSMD10,226,24428,Ank,['hsa:5716'],"['1QYM', '1TR4', '1UOH', '4NIK', '5VHF', '5VHH', '5VHI', '5VHJ', '5VHM', '5VHN', '5VHO', '5VHP', '5VHQ', '5VHR']"
607,Q96S53,TESK2,571,63639,PK_Tyr_Ser-Thr,['hsa:10420'],[]
608,Q04609,FOLH1,750,84331,PA,['hsa:2346'],"['1Z8L', '2C6C', '2C6G', '2C6P', '2CIJ', '2JBJ', '2JBK', '2OOT', '2OR4', '2PVV', '2PVW', '2XEF', '2XEG', '2XEI', '2XEJ', '3BHX', '3BI0', '3BI1', '3BXM', '3D7D', '3D7F', '3D7G', '3D7H', '3IWW', '3RBU', '3SJE', '3SJF', '3SJG', '3SJX', '4JYW', '4JZ0', '4LQG', '4MCP', '4MCQ', '4MCR', '4MCS', '4NGM', '4NGN', '4NGP', '4NGQ', '4NGR', '4NGS', '4NGT', '4OC0', '4OC1', '4OC2', '4OC3', '4OC4', '4OC5', '4OME', '4P44', '4P45', '4P4B', '4P4D', '4P4E', '4P4F', '4P4I', '4P4J', '4W9Y', '4X3R', '5D29', '5ELY', '5F09', '5O5R', '5O5T', '5O5U', '5OF0', '6ETY', '6EZ9', '6F5L', '6FE5', '6H7Y', '6H7Z', '6HKJ', '6HKZ', '6RBC', '6RTI', '6S1X', '6SGP', '6SKH', '7BFZ']"
609,P29401,TKT,623,67878,Transket_pyr,['hsa:7086'],"['3MOS', '3OOY', '4KXU', '4KXV', '4KXW', '4KXX', '4KXY', '6HA3', '6HAD', '6RJB']"
610,Q9NPA2,MMP25,562,62554,Hemopexin,['hsa:64386'],[]
611,P0C1P9,polC,1435,162477,DNA_pol3_a_NI,[],[]
612,P09610,HMGCR,887,96955,HMG-CoA_red,[],[]
613,Q9Y6Q9,NCOA3,1424,155293,DUF1518,['hsa:8202'],"['1KBH', '3L3X', '3L3Z', '6ES7', '6SQC']"
614,Q8VIJ5,Oga,916,102918,NAGidase,['rno:154968'],[]
615,Q92731,ESR2,530,59216,ERbeta_N,['hsa:2100'],"['1L2J', '1NDE', '1QKM', '1U3Q', '1U3R', '1U3S', '1U9E', '1X76', '1X78', '1X7B', '1X7J', '1YY4', '1YYE', '1ZAF', '2FSZ', '2GIU', '2I0G', '2JJ3', '2NV7', '2QTU', '2YJD', '2YLY', '2Z4B', '3OLL', '3OLS', '3OMO', '3OMP', '3OMQ', '4J24', '4J26', '4ZI1', '5TOA']"
616,P30085,CMPK1,196,22222,,['hsa:51727'],"['1TEV', '7E9V']"
617,P08833,IGFBP1,259,27904,IGFBP,['hsa:3484'],"['1ZT3', '1ZT5', '2DSQ']"
618,P89449,UL26,637,66941,Peptidase_S21,"['vg:1487310', 'vg:1487311']",[]
619,P00176,Cyp2b1,491,55934,p450,[],[]
620,A4IFJ5,PLA2G4A,749,85350,C2,['bta:525072'],[]
621,Q12840,KIF5A,1032,117378,Kinesin,['hsa:3798'],"['4UXT', '4UXY', '4UY0']"
622,P24547,Impdh2,514,55815,CBS,['mmu:23918'],[]
623,Q6PHR2,ULK3,472,53444,MIT,['hsa:25989'],"['4WZX', '6FDY', '6FDZ']"
624,P09483,Chrna4,630,70193,Neur_chan_LBD,['rno:25590'],[]
625,Q62205,Scn9a,1984,225813,Ion_trans,['mmu:20274'],[]
626,Q07912,TNK2,1038,114569,GTPase_binding,['hsa:10188'],"['1CF4', '1U46', '1U4D', '1U54', '3EQP', '3EQR', '4EWH', '4HZR', '4HZS', '4ID7', '5ZXB', '6VQM', '7KP6']"
627,Q58HT5,AWAT1,328,37759,DAGAT,['hsa:158833'],[]
628,P51649,ALDH5A1,535,57215,Aldedh,['hsa:7915'],"['2W8N', '2W8O', '2W8P', '2W8Q', '2W8R']"
629,P41143,OPRD1,372,40369,7tm_1,['hsa:4985'],"['4N6H', '4RWA', '4RWD', '6PT2', '6PT3']"
630,Q8NCG5,CHST4,386,45134,Sulfotransfer_1,['hsa:10164'],[]
631,Q9NRM7,LATS2,1088,120136,Pkinase,['hsa:26524'],['4ZRI']
632,A0A0H4FQ60,,540,61305,Asp,[],[]
633,C3SJS7,yihG,310,36274,Acyltransferase,[],[]
634,Q16774,GUK1,197,21726,Guanylate_kin,['hsa:2987'],['6NUI']
635,Q8ZDW5,thrS,642,73655,HGTP_anticodon,"['ype:YPO2433', 'ypk:y1903', 'ypm:YP_2221']",[]
636,P49653,P2rx2,472,52617,,['rno:114115'],[]
637,P08151,GLI1,1106,117904,zf-C2H2,['hsa:2735'],"['2GLI', '4BLB', '4KMD', '5OM0']"
638,P31946,YWHAB,246,28082,14-3-3,['hsa:7529'],"['2BQ0', '2C23', '4DNK', '5N10', '6A5Q', '6BYK', '6GN0', '6GN8', '6GNJ', '6GNK', '6GNN', '6HEP']"
639,Q99KQ4,Nampt,491,55447,NAMPT_N,['mmu:59027'],"['2GVL', '2H3B', '2H3D', '7Q8T']"
640,P16395,mAChR-A,805,86623,7tm_1,['dme:Dmel_CG4356'],[]
641,Q54089,relA,739,83913,ACT_4,[],['1VJ7']
642,P21554,CNR1,472,52858,7tm_1,['hsa:1268'],"['1LVQ', '1LVR', '2B0Y', '2KOE', '2MZ2', '2MZ3', '2MZA', '5TGZ', '5U09', '5XR8', '5XRA', '6KPG', '6KQI', '6N4B', '7V3Z']"
643,P00371,DAO,347,39336,DAO,['ssc:397134'],"['1AN9', '1DAO', '1DDO', '1EVI', '1KIF', '1VE9', '3WGT', '4YJD', '4YJF', '4YJG', '4YJH', '5WWV', '5WX2']"
644,P35354,PTGS2,604,68996,An_peroxidase,['hsa:5743'],"['5F19', '5F1A', '5IKQ', '5IKR', '5IKT', '5IKV', '5KIR']"
645,P29323,EPHB2,1055,117493,EphA2_TM,['hsa:2048'],"['1B4F', '1F0M', '2QBX', '3ZFM']"
646,Q9NUX5,POT1,634,71442,POT1,['hsa:25913'],"['1XJV', '3KJO', '3KJP', '5H65', '5UN7', '7QXB', '7QXS', '7S1O', '7S1T', '7S1U']"
647,P0A6C1,nfo,285,31480,AP_endonuc_2,"['ecj:JW2146', 'eco:b2159']","['1QTW', '1QUM', '2NQ9', '2NQH', '2NQJ', '4K1G']"
648,Q5TCQ9,MAGI3,1481,162949,Guanylate_kin,['hsa:260425'],['3SOE']
649,P13501,CCL5,91,9990,IL8,['hsa:6352'],"['1B3A', '1EQT', '1HRJ', '1RTN', '1RTO', '1U4L', '1U4M', '1U4P', '1U4R', '2L9H', '2VXW', '5CMD', '5COY', '5DNF', '5L2U', '5UIW', '6AEZ', '6C6D', '6FGP', '6LOG', '6STK', '7F1R', '7O7F']"
650,Q9EST2,HNMT,292,33712,,['cpoc:100135537'],[]
651,P43236,CTSK,329,36870,Inhibitor_I29,['ocu:100009334'],['2F7D']
652,O88855,Ltb4r,351,38252,7tm_1,['mmu:16995'],[]
653,Q6P762,Man2b1,1009,114327,Alpha-mann_mid,['rno:361378'],[]
654,P25084,lasR,239,26619,Autoind_bind,['pae:PA1430'],"['2UV0', '3IX3', '3IX4', '3IX8', '3JPU', '4NG2', '6D6A', '6D6B', '6D6C', '6D6D', '6D6L', '6D6M', '6D6N', '6D6O', '6D6P', '6MWH', '6MWL', '6MWW', '6MWZ', '6V7W', '6V7X']"
655,A5H660,HDAC8,440,49782,Hist_deacetyl,[],"['4BZ5', '4BZ6', '4BZ7', '4BZ8', '4BZ9', '4CQF', '5FUE', '6FU1', '6GX3', '6GXA', '6GXU', '6GXW', '6HQY', '6HRQ', '6HSF', '6HSG', '6HSH', '6HSZ', '6HT8', '6HTG', '6HTH', '6HTI', '6HTT', '6HTZ', '6HU0', '6HU1', '6HU2', '6HU3', '6TLD', '7P3S']"
656,P05091,ALDH2,517,56381,Aldedh,['hsa:217'],"['1CW3', '1NZW', '1NZX', '1NZZ', '1O00', '1O01', '1O02', '1O04', '1O05', '1ZUM', '2ONM', '2ONN', '2ONO', '2ONP', '2VLE', '3INJ', '3INL', '3N80', '3N81', '3N82', '3N83', '3SZ9', '4FQF', '4FR8', '4KWF', '4KWG', '5L13']"
657,Q8IW41,MAPKAPK5,473,54220,Pkinase,['hsa:8550'],[]
658,P29320,EPHA3,983,110131,EphA2_TM,['hsa:2042'],"['2GSF', '2QO2', '2QO7', '2QO9', '2QOB', '2QOC', '2QOD', '2QOF', '2QOI', '2QOK', '2QOL', '2QON', '2QOO', '2QOQ', '3DZQ', '3FXX', '3FY2', '4G2F', '4GK2', '4GK3', '4GK4', '4L0P', '4P4C', '4P5Q', '4P5Z', '4TWN', '4TWO', '6IN0']"
659,Q9BJF5,CDPK1,507,57253,EF-hand_7,[],"['3HX4', '3I79', '3I7B', '3I7C', '3KU2', '3MA6', '3N51', '3NYV', '3SX9', '3SXF', '3T3U', '3T3V', '3UPX', '3UPZ', '3V51', '3V5P', '3V5T', '4IEB', '4IFG', '4IH8', '4IHP', '4JBV', '4M84', '4ONA', '4TZR', '4WG3', '4WG4', '4WG5', '4YGA', '4YJN', '5DVR', '5JMS', '5JN2', '5T6A', '5T6I', '5T6K', '5W80', '5W8R', '5W91', '5W9E', '5W9R']"
660,P05413,FABP3,133,14858,Lipocalin,['hsa:2170'],"['1G5W', '1HMR', '1HMS', '1HMT', '2HMB', '3RSW', '3WBG', '3WVM', '3WXQ', '4TJZ', '4TKB', '4TKH', '4TKJ', '4WBK', '5B27', '5B28', '5B29', '5CE4', '5HZ9', '6AQ1', '7EGO']"
661,P24723,PRKCH,683,77828,C1_1,['hsa:5583'],"['2FK9', '3TXO']"
662,P06401,PGR,933,98981,Hormone_recep,['hsa:5241'],"['1A28', '1E3K', '1SQN', '1SR7', '1ZUC', '2C7A', '2OVH', '2OVM', '2W8Y', '3D90', '3G8O', '3HQ5', '3KBA', '3ZR7', '3ZRA', '3ZRB', '4A2J', '4APU', '4OAR', '5CC0']"
663,Q9Y6R4,MAP3K4,1608,181685,MEKK4_N,['hsa:4216'],[]
664,P23978,Slc6a1,599,67001,SNF,['rno:79212'],[]
665,P23724,PRE7,241,26871,Proteasome,['sce:YBL041W'],"['1FNT', '1G0U', '1G65', '1JD2', '1RYP', '1Z7Q', '2F16', '2FAK', '2GPL', '2ZCY', '3BDM', '3D29', '3DY3', '3DY4', '3E47', '3GPJ', '3GPT', '3GPW', '3HYE', '3JCO', '3JCP', '3MG0', '3MG4', '3MG6', '3MG7', '3MG8', '3NZJ', '3NZW', '3NZX', '3OEU', '3OEV', '3OKJ', '3SDI', '3SDK', '3SHJ', '3TDD', '3UN4', '3UN8', '3WXR', '4CR2', '4CR3', '4CR4', '4EU2', '4FZC', '4FZG', '4G4S', '4GK7', '4HNP', '4HRC', '4HRD', '4INR', '4INT', '4INU', '4J70', '4JSQ', '4JSU', '4JT0', '4LQI', '4LTC', '4NNN', '4NNW', '4NO1', '4NO6', '4NO8', '4NO9', '4Q1S', '4QBY', '4QLQ', '4QLS', '4QLT', '4QLU', '4QLV', '4QUX', '4QUY', '4QV0', '4QV1', '4QV3', '4QV4', '4QV5', '4QV6', '4QV7', '4QV8', '4QV9', '4QVL', '4QVM', '4QVN', '4QVP', '4QVQ', '4QVV', '4QVW', '4QVY', '4QW0', '4QW1', '4QW3', '4QW4', '4QW5', '4QW6', '4QW7', '4QWF', '4QWG', '4QWI', '4QWJ', '4QWK', '4QWL', '4QWR', '4QWS', '4QWU', '4QWX', '4QXJ', '4QZ0', '4QZ1', '4QZ2', '4QZ3', '4QZ4', '4QZ5', '4QZ6', '4QZ7', '4QZW', '4QZX', '4QZZ', '4R00', '4R02', '4R17', '4R18', '4RUR', '4V7O', '4X6Z', '4Y69', '4Y6A', '4Y6V', '4Y6Z', '4Y70', '4Y74', '4Y75', '4Y77', '4Y78', '4Y7W', '4Y7X', '4Y7Y', '4Y80', '4Y81', '4Y82', '4Y84', '4Y8G', '4Y8H', '4Y8I', '4Y8J', '4Y8K', '4Y8L', '4Y8M', '4Y8N', '4Y8O', '4Y8P', '4Y8Q', '4Y8R', '4Y8S', '4Y8T', '4Y8U', '4Y9Y', '4Y9Z', '4YA0', '4YA1', '4YA2', '4YA3', '4YA4', '4YA5', '4YA7', '4YA9', '4Z1L', '5A5B', '5AHJ', '5BOU', '5BXL', '5BXN', '5CGF', '5CGG', '5CGH', '5CGI', '5CZ4', '5CZ5', '5CZ6', '5CZ7', '5CZ8', '5CZ9', '5CZA', '5D0S', '5D0T', '5D0V', '5D0W', '5D0X', '5D0Z', '5DKI', '5DKJ', '5FG7', '5FG9', '5FGA', '5FGD', '5FGE', '5FGF', '5FGG', '5FGH', '5FGI', '5FHS', '5JHR', '5JHS', '5L52', '5L54', '5L55', '5L5A', '5L5B', '5L5D', '5L5E', '5L5F', '5L5H', '5L5I', '5L5J', '5L5O', '5L5P', '5L5Q', '5L5R', '5L5S', '5L5T', '5L5U', '5L5V', '5L5W', '5L5X', '5L5Y', '5L5Z', '5L60', '5L61', '5L62', '5L63', '5L64', '5L65', '5L66', '5L67', '5L68', '5L69', '5L6A', '5L6B', '5L6C', '5LAI', '5LAJ', '5LTT', '5M2B', '5MP9', '5MPA', '5MPB', '5MPC', '5NIF', '5WVI', '5WVK', '6EF3', '6FVT', '6FVU', '6FVV', '6FVW', '6FVX', '6FVY', '6G7F', '6G8M', '6G8N', '6GOP', '6H39', '6HTB', '6HTC', '6HTD', '6HTP', '6HTR', '6HUB', '6HUC', '6HUQ', '6HUU', '6HUV', '6HV3', '6HV4', '6HV5', '6HV7', '6HVA', '6HVR', '6HVS', '6HVT', '6HVU', '6HVV', '6HVW', '6HVX', '6HVY', '6HW0', '6HW3', '6HW4', '6HW5', '6HW6', '6HW7', '6HW8', '6HW9', '6HWA', '6HWB', '6HWC', '6HWD', '6HWE', '6HWF', '6J2C', '6J2N', '6J2Q', '6J2X', '6J30', '6ZOU', '6ZP6', '6ZP8', '7LS5', '7LS6', '7QO3', '7QO5']"
666,Q99N01,Slco4a1,723,77634,Kazal_2,[],[]
667,P10274,gag-pro,651,71558,Gag_p19,[],"['6W6Q', '6W6R', '6W6S']"
668,P18089,ADRA2B,450,49954,7tm_1,['hsa:151'],"['6K41', '6K42']"
669,Q8NG66,NEK11,645,74192,Pkinase,['hsa:79858'],[]
670,O14786,NRP1,923,103134,CUB,['hsa:8829'],"['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC', '7O1N']"
671,Q63089,Slc22a1,556,61541,Sugar_tr,['rno:24904'],[]
672,Q9NP58,ABCB6,842,93886,ABC_membrane,['hsa:10058'],"['3NH6', '3NH9', '3NHA', '3NHB', '7D7N', '7D7R', '7EKL', '7EKM']"
673,P14778,IL1R1,569,65402,Ig_2,['hsa:3554'],"['1G0Y', '1IRA', '1ITB', '4DEP', '4GAF']"
674,P17952,murC,491,53626,Mur_ligase,"['ecj:JW0089', 'eco:b0091']",['2F00']
675,Q2XUH7,,137,15468,7tm_1,[],[]
